区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,元嘉国际公寓 ,4室3厅,210.66,2000,94940,房本满五年,南北,简装,有电梯,高楼层(共10层)2003年建塔楼,,-
东城,新景家园东区 ,2室1厅,78.14,960,122857,房本满五年,南北,精装,有电梯,中楼层(共17层)2005年建板塔结合,,-
东城,豆瓣胡同 ,2室1厅,70.83,1018,143725,房本满五年,东西,精装,有电梯,低楼层(共10层)2003年建板楼,,-
东城,新景家园西区 ,2室1厅,76.36,850,111315,房本满五年,南北,简装,无,高楼层(共16层)2004年建板塔结合,,-
东城,六铺炕 ,2室1厅,58.28,730,125258,房本满五年,西北,精装,有电梯,底层(共16层)1992年建塔楼,,-
东城,新怡家园 ,3室1厅,161.49,2250,139328,房本满五年,南北,简装,有电梯,中楼层(共15层)2004年建板楼,,-
东城,和平里二区 ,2室1厅,91.33,1020,111683,房本满五年,东,精装,有电梯,顶层(共21层)2006年建塔楼,,-
东城,水上华城 ,3室2厅,202.4,2300,113637,房本满五年,南北,其他,有电梯,低楼层(共24层)2008年建板塔结合,,-
东城,和平里六区 ,2室1厅,71.19,890,125018,房本满五年,南,精装,有电梯,低楼层(共17层)1998年建塔楼,,-
东城,朝内大街201号院 ,2室2厅,85.31,1190,139492,房本满五年,南北,其他,无电梯,顶层(共2层)1999年建板塔结合,,-
东城,香河园北里 ,2室1厅,64.62,700,108326,房本满五年,东西,简装,有电梯,中楼层(共14层)1986年建板塔结合,,-
东城,定安里 ,3室1厅,74.58,540,72406,房本满五年,东北,简装,无电梯,顶层(共6层)1982年建板楼,,-
东城,金世纪嘉园 ,1室1厅,68.62,748,109007,房本满五年,北,精装,有电梯,中楼层(共21层)2003年建塔楼,,-
东城,悠胜美苑 ,3室2厅,127.75,1150,90020,房本满五年,东南,精装,有电梯,中楼层(共20层)2002年建板塔结合,,-
东城,国瑞城中区 ,2室1厅,83.06,830,99928,房本满五年,西南,精装,有电梯,中楼层(共16层)2006年建板塔结合,,-
东城,华龙美晟 ,1室1厅,50.59,450,88951,房本满五年,东,简装,有电梯,底层(共12层)2009年建板塔结合,,-
东城,富贵园二区 ,2室1厅,80.83,750,92788,房本满五年,东北,精装,有电梯,低楼层(共18层)2003年建塔楼,,-
东城,北京上舍 ,2室1厅,74.12,790,106584,房本满五年,东,精装,有电梯,顶层(共15层)2008年建塔楼,,-
东城,南水关 ,2室1厅,62.05,680,109590,房本满五年,南北,精装,有电梯,中楼层(共14层)1995年建板楼,,-
东城,万国城MOMA ,3室2厅,227.47,2600,114301,房本满五年,东南,精装,有电梯,中楼层(共31层)2006年建塔楼,,-
东城,悠胜美苑 ,1室1厅,65.55,480,73227,房本满五年,东西,简装,无电梯,中楼层(共5层)2006年建板楼,,-
东城,法华南里 ,1室1厅,43.46,530,121952,房本满五年,南,其他,无电梯,高楼层(共6层)1996年建板楼,,-
东城,恒基中心 ,3室1厅,168.14,1300,77317,房本满五年,东南,精装,无,中楼层(共23层)1997年建塔楼,,-
东城,东花市北里中区 ,2室2厅,126.55,1450,114580,,南北,精装,有电梯,低楼层(共6层)1990年建板楼,,-
东城,东直门南大街 ,1室1厅,48.02,538,112037,,西,精装,有电梯,中楼层(共18层)1990年建板塔结合,,-
东城,东直门南大街 ,1室1厅,48.02,538,112037,房本满五年,西,精装,有电梯,中楼层(共18层)1990年建板塔结合,,-
东城,望陶园小区 ,3室1厅,102.83,745,72450,房本满五年,西北,简装,有电梯,高楼层(共18层)2001年建塔楼,,-
东城,金鱼池西区 ,2室1厅,62.45,670,107286,房本满五年,南北,其他,无电梯,中楼层(共6层)2002年建板塔结合,,-
东城,青年湖北街 ,2室2厅,73.24,896,122338,房本满五年,东南,简装,有电梯,中楼层(共18层)1997年建塔楼,,-
东城,幸福家园三期 ,3室1厅,130.35,1750,134254,房本满五年,西南,精装,有电梯,高楼层(共18层)2005年建塔楼,,-
东城,花市枣苑二期 ,2室1厅,126.46,1500,118615,房本满五年,西,简装,有电梯,中楼层(共19层)2004年建塔楼,,-
东城,新奥洋房 ,2室1厅,95.47,800,83796,房本满五年,东西,简装,无,中楼层(共9层)2005年建板塔结合,,-
东城,青龙胡同 ,3室1厅,77.71,920,118389,房本满五年,南北,其他,无电梯,高楼层(共6层)1988年建板楼,,-
东城,崇文门东大街 ,1室1厅,40.2,520,129354,房本满五年,南,精装,有电梯,中楼层(共14层)1980年建板楼,,-
东城,广渠门内大街 ,2室1厅,60.44,660,109200,房本满五年,东北,精装,有电梯,低楼层(共16层)1985年建塔楼,,-
东城,保利蔷薇 ,2室1厅,86.11,1100,127744,房本满五年,南东北,精装,有电梯,低楼层(共16层)2005年建板塔结合,,-
东城,胡家园小区 ,3室1厅,73.59,750,101917,房本满五年,东北,简装,有电梯,高楼层(共17层)1991年建塔楼,,-
东城,天天家园 ,3室2厅,155.74,1400,89894,房本满五年,南北,精装,有电梯,高楼层(共10层)2003年建板楼,,-
东城,朝阳门南小街 ,2室1厅,69.86,900,128830,房本满五年,西北,简装,有电梯,低楼层(共8层)2004年建板塔结合,,-
东城,左安浦园 ,2室1厅,85.99,730,84894,房本满五年,西南,精装,有电梯,中楼层(共18层)2004年建板楼,,-
东城,金鱼池西区 ,2室1厅,74.12,809,109148,房本满五年,东南,精装,无电梯,高楼层(共6层)2002年建板塔结合,,-
东城,新景家园西区 ,2室1厅,81.16,930,114589,房本满五年,南北,精装,有电梯,高楼层(共17层)2004年建板塔结合,,-
东城,万国城MOMA ,3室2厅,303.61,3550,116927,房本满五年,南西北,精装,有电梯,高楼层(共26层)2005年建板楼,,-
东城,国瑞城中区 ,2室1厅,69.68,798,114524,房本满五年,西,其他,有电梯,高楼层(共16层)2006年建板塔结合,,-
东城,安外东河沿 ,2室1厅,65.16,780,119706,房本满五年,南,精装,有电梯,高楼层(共12层)1990年建板塔结合,,-
东城,华冠丽景 ,2室2厅,118.58,1530,129027,房本满五年,南北,其他,无,中楼层(共7层)2003年建板楼,,-
东城,安德路55号院 ,1室1厅,41.11,480,116760,房本满五年,南,简装,无,低楼层(共7层)1986年建板楼,,-
东城,长青园 ,2室1厅,72.15,630,87319,房本满五年,东南,简装,无电梯,低楼层(共6层)1989年建板楼,,-
东城,东直门内北小街8号院 ,2室1厅,83.87,1000,119233,房本满五年,西,精装,有电梯,高楼层(共13层)2003年建板塔结合,,-
东城,朝阳门南小街 ,4室1厅,124.25,1538,123783,房本满五年,东西,精装,有电梯,顶层(共9层)2003年建板楼,,-
东城,金鱼池中区 ,2室1厅,71.78,750,104486,房本满五年,东西,精装,无电梯,中楼层(共4层)2002年建板塔结合,,-
东城,仓南胡同 ,2室1厅,72.14,950,131689,房本满五年,西北,精装,无电梯,顶层(共6层)2003年建板楼,,-
东城,朝阳门南小街 ,1室1厅,65.05,820,126057,,西南,精装,有电梯,低楼层(共11层)2003年建板塔结合,,-
东城,民安小区民安街 ,2室1厅,73.04,1000,136912,,东西,其他,无,高楼层(共6层)2002年建板楼,,-
东城,青年湖北里 ,2室1厅,75.43,820,108711,,西南,精装,有电梯,低楼层(共18层)1999年建塔楼,,-
东城,板厂新里 ,3室1厅,80.15,870,108547,房本满五年,西北,精装,无,中楼层(共18层)1991年建塔楼,,-
东城,富贵园三区 ,2室1厅,81.71,820,100355,房本满五年,东南,简装,有电梯,中楼层(共18层)2002年建塔楼,,-
东城,海运仓小区 ,3室1厅,81.71,1050,128504,房本满五年,南北,精装,无电梯,高楼层(共6层)2002年建板楼,,-
东城,本家润园三期 ,2室1厅,64.54,675,104587,房本满五年,北,精装,有电梯,中楼层(共18层)2005年建塔楼,,-
东城,沙子口路50号 ,2室1厅,86.64,669,77217,房本满五年,东西,简装,有电梯,中楼层(共18层)1998年建塔楼,,-
东城,工体北里 ,3室1厅,57.02,685,120134,房本满五年,东西南,简装,无电梯,低楼层(共6层)1984年建板楼,,-
东城,广渠门内大街 ,2室1厅,62.74,635,101212,房本满五年,南北,精装,有电梯,中楼层(共14层)1987年建板塔结合,,-
东城,幸福北里 ,2室1厅,60.61,636,104934,房本满五年,南,简装,无电梯,中楼层(共6层)1983年建板楼,,-
东城,南岗子 ,2室1厅,57.87,620,107137,房本满五年,南北,精装,无电梯,中楼层(共6层)1988年建板楼,,-
东城,定安里 ,3室1厅,62.09,480,77308,房本满五年,南西北,简装,无,顶层(共6层)1980年建板楼,,-
东城,永合馨苑 ,2室1厅,117.93,812,68855,房本满五年,南,精装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,东环居苑 ,3室1厅,99.52,1000,100483,房本满五年,东北,精装,有电梯,高楼层(共22层)2004年建塔楼,,-
东城,长安太和 ,4室2厅,314.28,3000,95457,房本满五年,东,精装,有电梯,中楼层(共24层)2012年建板楼,,-
东城,长安太和 ,4室1厅,314.28,3700,117730,房本满五年,东南,精装,有电梯,中楼层(共24层)2012年建板楼,,-
东城,新怡家园 ,5室2厅,226.75,3400,149945,房本满五年,南北,精装,有电梯,顶层(共15层)2004年建板楼,,-
东城,花市枣苑一期 ,3室2厅,140.26,1680,119778,房本满五年,东南,精装,有电梯,中楼层(共18层)2003年建塔楼,,-
东城,新景家园东区 ,1室1厅,59.5,749.7,126000,房本满五年,南,精装,有电梯,底层(共12层)2005年建板塔结合,,-
东城,民安小区民安街 ,2室1厅,69.97,920,131485,房本满五年,南北,简装,无,高楼层(共6层)2002年建板楼,,-
东城,左安浦园 ,3室1厅,89.45,790,88318,房本满五年,东南,简装,有电梯,高楼层(共16层)2004年建板塔结合,,-
东城,新景家园西区 ,3室1厅,88.72,1080,121732,房本满五年,南,精装,无电梯,中楼层(共6层)2004年建板塔结合,,-
东城,东四块玉南街4号院 ,3室2厅,146.89,1525,103820,房本满五年,南北,简装,有电梯,底层(共9层)2002年建板楼,,-
东城,和平里七区 ,2室1厅,53.56,650,121360,房本满五年,南北,简装,无电梯,底层(共6层)1982年建板楼,,-
东城,民安小区东扬威街 ,2室1厅,71.4,920,128852,房本满五年,南,其他,有电梯,低楼层(共12层)2002年建板楼,,-
东城,法华南里 ,2室1厅,64.11,666,103884,房本满五年,东西,简装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,安德路乙61号院 ,3室1厅,66.65,866,129933,房本满五年,东西,精装,有电梯,高楼层(共12层)1989年建塔楼,,-
东城,建予园 ,2室1厅,71.39,526,73680,,西南,简装,有电梯,高楼层(共16层)1999年建塔楼,,-
东城,海运仓小区 ,2室1厅,64.33,798,124048,,东西,简装,有电梯,低楼层(共8层)2002年建板楼,,-
东城,和平里二区 ,2室1厅,77.74,855,109982,,东,其他,有电梯,高楼层(共20层)2006年建塔楼,,-
东城,万国城MOMA ,1室0厅,45.86,600,130833,,东,精装,有电梯,高楼层(共27层)2004年建塔楼,,-
东城,青龙胡同 ,1室1厅,31.15,460,147673,,北,其他,无电梯,高楼层(共6层)1988年建板楼,,-
东城,青龙胡同 ,1室1厅,31.15,460,147673,房本满五年,北,其他,无电梯,高楼层(共6层)1988年建板楼,,-
东城,安定路 ,1室1厅,40.2,445,110697,房本满五年,东南,精装,有电梯,低楼层(共18层)1996年建塔楼,,-
东城,幸福家园一期 ,2室1厅,88.19,950,107722,房本满五年,北,简装,有电梯,高楼层(共18层)2002年建塔楼,,-
东城,管村26号院 ,2室1厅,65.8,350,53192,房本满五年,南北,简装,无电梯,地下室(共6层)1997年建板楼,,-
东城,金鱼池西区 ,2室1厅,60.79,698,114822,房本满五年,南北,简装,无电梯,中楼层(共6层)2002年建板塔结合,,-
东城,青年湖东里 ,3室1厅,59.13,660,111619,房本满五年,南北,简装,无电梯,顶层(共5层)1980年建板楼,,-
东城,海晟名苑 ,3室2厅,305.54,4000,130916,房本满五年,东南西北,简装,有电梯,顶层(共22层)2004年建板塔结合,,-
东城,民安小区东直门内北小街 ,2室1厅,71.23,1050,147410,房本满五年,东西,精装,有电梯,中楼层(共16层)2003年建板楼,,-
东城,海运仓小区 ,1室1厅,60.54,787,129997,房本满五年,西,简装,有电梯,中楼层(共8层)2003年建板楼,,-
东城,广渠门内大街 ,2室1厅,65.47,655,100046,房本满五年,南,简装,有电梯,顶层(共14层)1987年建板塔结合,,-
东城,朝阳首府 ,2室1厅,87.66,1008,114990,房本满五年,西,精装,有电梯,中楼层(共15层)2009年建塔楼,,-
东城,贡院九号 ,1室1厅,120.39,1050,87217,房本满五年,东北,精装,有电梯,中楼层(共18层)2009年建板塔结合,,-
东城,东花市北里西区 ,2室2厅,139.17,1330,95567,房本满五年,南北,其他,无电梯,顶层(共6层)1996年建板楼,,-
东城,六铺炕 ,2室1厅,54.39,760,139732,房本满五年,南北,简装,无电梯,顶层(共6层)1980年建板楼,,-
东城,安定路 ,3室1厅,80.25,900,112150,房本满五年,东西北,精装,有电梯,高楼层(共20层)1995年建塔楼,,-
东城,管村26号院 ,2室1厅,69.03,520,75330,房本满五年,南北,简装,无电梯,顶层(共6层)1997年建板楼,,-
东城,新景家园东区 ,2室2厅,98.7,1220,123607,房本满五年,南北,简装,有电梯,高楼层(共16层)2005年建板塔结合,,-
东城,春秀路 ,3室1厅,69.76,815,116830,房本满五年,南北,精装,无电梯,高楼层(共6层)1984年建板楼,,-
东城,望陶园小区 ,2室2厅,111.52,810,72633,房本满五年,东南,简装,有电梯,高楼层(共18层)1999年建塔楼,,-
东城,大方家胡同 ,2室1厅,85.86,1287,149896,房本满五年,南,精装,有电梯,中楼层(共9层)2003年建板塔结合,,-
东城,十字坡东里 ,3室1厅,70.83,800,112947,房本满五年,南北,精装,无电梯,高楼层(共6层)1986年建板楼,,-
东城,新景家园东区 ,2室1厅,85.27,999,117158,房本满五年,东西,精装,无,中楼层(共17层)2004年建板楼,,-
东城,水上华城 ,2室1厅,83.62,920,110022,房本满五年,北,其他,有电梯,低楼层(共24层)2008年建板塔结合,,-
东城,新景家园东区 ,1室0厅,31.2,421,134936,,西,简装,有电梯,低楼层(共15层)2008年建板塔结合,,-
东城,西革新里110号院 ,2室1厅,60.51,440,72716,,南北,简装,无,顶层(共6层)1992年建板楼,,-
东城,天天家园 ,2室2厅,112.12,915,81609,,东北,精装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,六铺炕 ,2室1厅,70.15,950,135425,,南北,精装,无电梯,低楼层(共6层)1975年建板楼,,-
东城,工体北里 ,2室1厅,45.7,570,124727,,东南北,简装,无电梯,低楼层(共6层)1985年建板楼,,-
东城,新景家园东区 ,2室1厅,81.28,1024,125985,,南北,精装,有电梯,高楼层(共12层)2005年建板塔结合,,-
东城,冠城名敦道 ,1室1厅,61.93,590,95269,,东南,精装,有电梯,中楼层(共23层)2009年建塔楼,,-
东城,冠城名敦道 ,1室1厅,61.93,590,95269,房本满五年,东南,精装,有电梯,中楼层(共23层)2009年建塔楼,,-
东城,北河沿大街 ,2室1厅,58.73,792,134855,房本满五年,南西北,其他,无电梯,顶层(共6层)1987年建板楼,,-
东城,胡家园小区 ,2室1厅,54.97,585,106422,房本满五年,南,简装,无,顶层(共6层)1985年建板楼,,-
东城,和平里六区 ,3室1厅,123.4,1300,105349,房本满五年,东北,精装,有电梯,底层(共17层)1998年建塔楼,,-
东城,西水井胡同 ,2室1厅,74.95,795,106071,房本满五年,东西,精装,有电梯,高楼层(共16层)2003年建板塔结合,,-
东城,北新桥头条 ,2室1厅,54.63,726,132895,房本满五年,东西,简装,无电梯,中楼层(共6层)1984年建板楼,,-
东城,沙滩南巷 ,2室1厅,54.08,620,114645,房本满五年,南北,简装,无,底层(共5层)1985年建板楼,,-
东城,富贵园三区 ,1室1厅,63.74,660,103546,房本满五年,东,其他,无,中楼层(共16层)2002年建塔楼,,-
东城,金鱼池西区 ,4室2厅,143.33,1100,76746,房本满五年,东北,简装,无电梯,中楼层(共6层)2002年建板塔结合,,-
东城,安德路47号院 ,3室1厅,68.75,795,115637,房本满五年,南北,精装,无电梯,顶层(共6层)1986年建板楼,,-
东城,太华公寓 ,2室1厅,154.53,1200,77655,房本满五年,北,简装,有电梯,顶层(共17层)2000年建塔楼,,-
东城,保利蔷薇 ,2室2厅,88.63,1200,135395,房本满五年,西北,精装,有电梯,中楼层(共16层)2008年建板塔结合,,-
东城,中海紫御公馆 ,2室2厅,92.25,1200,130082,房本满五年,南北,精装,有电梯,低楼层(共22层)2010年建板塔结合,,-
东城,雅安国际公寓 ,1室1厅,73.28,730,99618,房本满五年,西,简装,无,低楼层(共18层)2005年建塔楼,,-
东城,和平里一区 ,3室1厅,60.79,730,120086,房本满五年,南北,简装,有电梯,低楼层(共11层)1990年建板塔结合,,-
东城,阳光都市 ,4室2厅,307.68,3300,107255,房本满五年,东南,精装,有电梯,顶层(共24层)2000年建塔楼,,-
东城,东堂子胡同 ,3室1厅,66.8,750,112276,房本满五年,东南北,简装,无电梯,顶层(共6层)1989年建板楼,,-
东城,富贵园二区 ,2室1厅,69.45,810,116631,房本满五年,东南,精装,有电梯,顶层(共18层)2003年建塔楼,,-
东城,安外大街3号院 ,1室1厅,40.96,438,106934,房本满五年,东西,其他,有电梯,高楼层(共12层)1988年建板塔结合,,-
东城,培新街乙5号院 ,2室1厅,71.66,810,113034,房本满五年,东南西,简装,有电梯,中楼层(共16层)1999年建板塔结合,,-
